Dniva;AGI
Dniva25433;NA
Dniva25524;NA
Dniva25454;NA
Dniva25481;NA
Dniva2547;NA
Dniva26562;NA
Dniva26565;NA
Dniva8237;NA
Dniva25495;NA
Dniva5343;NA
Dniva25523;NA
Dniva25527;NA
Dniva25525;NA
Dniva2752;NA
Dniva7032;NA
Dniva2559;NA
Dniva2560;NA
Dniva25591;NA
Dniva8917;NA
Dniva25608;NA
Dniva29462;NA
Dniva2567;NA
Dniva332;NA
Dniva6902;NA
Dniva25716;NA
Dniva25721;NA
Dniva30335;NA
Dniva2579;NA
Dniva32664;NA
Dniva25801;NA
Dniva33554;NA
Dniva25845;NA
Dniva4411;NA
Dniva8301;NA
Dniva26061;NA
Dniva26081;NA
Dniva26188;NA
Dniva27676;NA
Dniva27678;NA
Dniva26196;NA
Dniva26197;NA
Dniva26203;NA
Dniva26229;NA
Dniva26236;NA
Dniva26238;NA
Dniva32604;NA
Dniva26215;NA
Dniva26216;NA
Dniva7247;NA
Dniva26244;NA
Dniva32605;NA
Dniva26356;NA
Dniva26421;NA
Dniva26508;NA
Dniva26509;NA
Dniva26563;NA
Dniva26566;NA
Dniva29606;NA
Dniva26662;NA
Dniva27849;NA
Dniva7125;NA
Dniva26711;NA
Dniva26724;NA
Dniva26737;NA
Dniva26792;NA
Dniva26757;NA
Dniva26794;NA
Dniva26901;NA
Dniva26981;NA
Dniva32438;NA
Dniva7424;NA
Dniva26994;NA
Dniva28539;NA
Dniva28543;NA
Dniva28553;NA
Dniva30729;NA
Dniva30731;NA
Dniva30733;NA
Dniva30734;NA
Dniva30741;NA
Dniva31921;NA
Dniva27091;NA
Dniva27092;NA
Dniva27116;NA
Dniva27118;NA
Dniva27126;NA
Dniva346;NA
Dniva8289;NA
Dniva8320;NA
Dniva27284;NA
Dniva27440;NA
Dniva27307;NA
Dniva27308;NA
Dniva27350;NA
Dniva27351;NA
Dniva27352;NA
Dniva27354;NA
Dniva27599;NA
Dniva684;NA
Dniva27635;NA
Dniva27680;NA
Dniva27704;NA
Dniva27708;NA
Dniva27725;NA
Dniva27706;NA
Dniva9305;NA
Dniva27757;NA
Dniva4915;NA
Dniva4916;NA
Dniva2780;NA
Dniva4888;NA
Dniva4904;NA
Dniva27814;NA
Dniva31504;NA
Dniva5695;NA
Dniva27873;NA
Dniva30908;NA
Dniva30916;NA
Dniva30917;NA
Dniva27878;NA
Dniva6833;NA
Dniva28008;NA
Dniva5068;NA
Dniva28115;NA
Dniva32555;NA
Dniva32561;NA
Dniva2824;NA
Dniva8750;NA
Dniva28294;NA
Dniva7438;NA
Dniva28331;NA
Dniva6054;NA
Dniva6075;NA
Dniva2834;NA
Dniva29869;NA
Dniva28359;NA
Dniva28367;NA
Dniva5633;NA
Dniva28455;NA
Dniva31412;NA
Dniva28544;NA
Dniva28554;NA
Dniva28549;NA
Dniva8712;NA
Dniva28598;NA
Dniva994;NA
Dniva28773;NA
Dniva29796;NA
Dniva29891;NA
Dniva32761;NA
Dniva28813;NA
Dniva28814;NA
Dniva28822;NA
Dniva28849;NA
Dniva29692;NA
Dniva29058;NA
Dniva29402;NA
Dniva29111;NA
Dniva9210;NA
Dniva29129;NA
Dniva29138;NA
Dniva29140;NA
Dniva33287;NA
Dniva29183;NA
Dniva6384;NA
Dniva2929;NA
Dniva32143;NA
Dniva29329;NA
Dniva32749;NA
Dniva7049;NA
Dniva29372;NA
Dniva5654;NA
Dniva29379;NA
Dniva5333;NA
Dniva5335;NA
Dniva5338;NA
Dniva29390;NA
Dniva29396;NA
Dniva29398;NA
Dniva29399;NA
Dniva29483;NA
Dniva29514;NA
Dniva29417;NA
Dniva29438;NA
Dniva29455;NA
Dniva33320;NA
Dniva29467;NA
Dniva32320;NA
Dniva29473;NA
Dniva5947;NA
Dniva29583;NA
Dniva31455;NA
Dniva29616;NA
Dniva29680;NA
Dniva5565;NA
Dniva29628;NA
Dniva29636;NA
Dniva29638;NA
Dniva3072;NA
Dniva29641;NA
Dniva29662;NA
Dniva29664;NA
Dniva29665;NA
Dniva29666;NA
Dniva29667;NA
Dniva29668;NA
Dniva29704;NA
Dniva29705;NA
Dniva29712;NA
Dniva9658;NA
Dniva29848;NA
Dniva31685;NA
Dniva31708;NA
Dniva2989;NA
Dniva5176;NA
Dniva29961;NA
Dniva29962;NA
Dniva30016;NA
Dniva29988;NA
Dniva30405;NA
Dniva30406;NA
Dniva30029;NA
Dniva3427;NA
Dniva30133;NA
Dniva30150;NA
Dniva30169;NA
Dniva30170;NA
Dniva30171;NA
Dniva30172;NA
Dniva5731;NA
Dniva30288;NA
Dniva9389;NA
Dniva30298;NA
Dniva6151;NA
Dniva30407;NA
Dniva6095;NA
Dniva30481;NA
Dniva31065;NA
Dniva31996;NA
Dniva30510;NA
Dniva7116;NA
Dniva30621;NA
Dniva30709;NA
Dniva3773;NA
Dniva30779;NA
Dniva30784;NA
Dniva30807;NA
Dniva30900;NA
Dniva31010;NA
Dniva31035;NA
Dniva31044;NA
Dniva31064;NA
Dniva31074;NA
Dniva3360;NA
Dniva31172;NA
Dniva31193;NA
Dniva6643;NA
Dniva6647;NA
Dniva6679;NA
Dniva6681;NA
Dniva6758;NA
Dniva6759;NA
Dniva6769;NA
Dniva31322;NA
Dniva31347;NA
Dniva31344;NA
Dniva31346;NA
Dniva31381;NA
Dniva4757;NA
Dniva4861;NA
Dniva4869;NA
Dniva31385;NA
Dniva4737;NA
Dniva4849;NA
Dniva31434;NA
Dniva3596;NA
Dniva7842;NA
Dniva31494;NA
Dniva31495;NA
Dniva31502;NA
Dniva31576;NA
Dniva31578;NA
Dniva6673;NA
Dniva6675;NA
Dniva826;NA
Dniva874;NA
Dniva31510;NA
Dniva31513;NA
Dniva31581;NA
Dniva31601;NA
Dniva31588;NA
Dniva31603;NA
Dniva31642;NA
Dniva31644;NA
Dniva31647;NA
Dniva7955;NA
Dniva3165;NA
Dniva3166;NA
Dniva31698;NA
Dniva31729;NA
Dniva31732;NA
Dniva31734;NA
Dniva4337;NA
Dniva31738;NA
Dniva31743;NA
Dniva31798;NA
Dniva31813;NA
Dniva31934;NA
Dniva6843;NA
Dniva32007;NA
Dniva32023;NA
Dniva32280;NA
Dniva32281;NA
Dniva32778;NA
Dniva32370;NA
Dniva32682;NA
Dniva32688;NA
Dniva32500;NA
Dniva33067;NA
Dniva32534;NA
Dniva32535;NA
Dniva32608;NA
Dniva32632;NA
Dniva3275;NA
Dniva3290;NA
Dniva32759;NA
Dniva8052;NA
Dniva32846;NA
Dniva32853;NA
Dniva3755;NA
Dniva32911;NA
Dniva6176;NA
Dniva7883;NA
Dniva32936;NA
Dniva714;NA
Dniva33167;NA
Dniva33316;NA
Dniva33166;NA
Dniva33168;NA
Dniva33169;NA
Dniva33247;NA
Dniva614;NA
Dniva33367;NA
Dniva7806;NA
Dniva7886;NA
Dniva7899;NA
Dniva7900;NA
Dniva7901;NA
Dniva33496;NA
Dniva33498;NA
Dniva33519;NA
Dniva6683;NA
Dniva7180;NA
Dniva7185;NA
Dniva3602;NA
Dniva4549;NA
Dniva3608;NA
Dniva4510;NA
Dniva6576;NA
Dniva3651;NA
Dniva3665;NA
Dniva3714;NA
Dniva3716;NA
Dniva3790;NA
Dniva3792;NA
Dniva3863;NA
Dniva4170;NA
Dniva4276;NA
Dniva4685;NA
Dniva4371;NA
Dniva4378;NA
Dniva4389;NA
Dniva4388;NA
Dniva4392;NA
Dniva4552;NA
Dniva4395;NA
Dniva6901;NA
Dniva4533;NA
Dniva7460;NA
Dniva4610;NA
Dniva4611;NA
Dniva4626;NA
Dniva9376;NA
Dniva4655;NA
Dniva9995;NA
Dniva4699;NA
Dniva4719;NA
Dniva4722;NA
Dniva4780;NA
Dniva4783;NA
Dniva4918;NA
Dniva4983;NA
Dniva5146;NA
Dniva4945;NA
Dniva6085;NA
Dniva6098;NA
Dniva5159;NA
Dniva5193;NA
Dniva6253;NA
Dniva5235;NA
Dniva5241;NA
Dniva5320;NA
Dniva5347;NA
Dniva5349;NA
Dniva7083;NA
Dniva5357;NA
Dniva5374;NA
Dniva5470;NA
Dniva5483;NA
Dniva9113;NA
Dniva5530;NA
Dniva9807;NA
Dniva5539;NA
Dniva5651;NA
Dniva5559;NA
Dniva5610;NA
Dniva5582;NA
Dniva5584;NA
Dniva6569;NA
Dniva8838;NA
Dniva6084;NA
Dniva6105;NA
Dniva6278;NA
Dniva6648;NA
Dniva6501;NA
Dniva6712;NA
Dniva6613;NA
Dniva7954;NA
Dniva6630;NA
Dniva7236;NA
Dniva6953;NA
Dniva6954;NA
Dniva6961;NA
Dniva6963;NA
Dniva8933;NA
Dniva8944;NA
Dniva8950;NA
Dniva8952;NA
Dniva7370;NA
Dniva7379;NA
Dniva7747;NA
Dniva7749;NA
Dniva7764;NA
Dniva8082;NA
Dniva8092;NA
Dniva8116;NA
Dniva8147;NA
Dniva8308;NA
Dniva8313;NA
Dniva8317;NA
Dniva8341;NA
Dniva8342;NA
Dniva8343;NA
Dniva8832;NA
Dniva9209;NA
Dniva8859;NA
Dniva8862;NA
Dniva8874;NA
Dniva8931;NA
Dniva8937;NA
Dniva8940;NA
Dniva9020;NA
Dniva9022;NA
Dniva9039;NA
Dniva9193;NA
Dniva9290;NA
Dniva9291;NA
Dniva9379;NA
Dniva9403;NA
Dniva9384;NA
Dniva9394;NA
Dniva9400;NA
Dniva9440;NA
Dniva9872;NA
Dniva9874;NA
Dniva1007;AT5G22670
Dniva12745;AT1G22260
Dniva13164;AT1G22340
Dniva14012;AT1G57750
Dniva17353;AT2G01730
Dniva17427;AT2G37470
Dniva17937;AT3G11480
Dniva20443;AT3G12340
Dniva20515;AT2G19930
Dniva21268;AT5G04320
Dniva21905;AT5G08620
Dniva22206;AT5G44510
Dniva23164;AT5G06600
Dniva23283;AT4G15800
Dniva25181;AT5G20480
Dniva25182;AT5G20480
Dniva26867;AT4G37690
Dniva27604;AT1G57750
Dniva27822;AT5G48000
Dniva28152;AT2G19930
Dniva28347;AT4G29550
Dniva30622;AT4G03350
Dniva30753;AT5G61210
Dniva33162;AT5G37300
Dniva33485;AT1G64070
Dniva3737;AT3G57750
Dniva4177;AT2G43260
Dniva4459;AT5G48000
Dniva4819;AT5G38440
Dniva4856;AT1G53910
Dniva8539;AT1G22260
Dniva10003;AT1G70430
Dniva10007;AT1G70370
Dniva10008;AT1G70440
Dniva10012;AT1G70410
Dniva10026;AT1G64960
Dniva10038;AT1G64980
Dniva10045;AT5G63930
Dniva1005;AT3G44716
Dniva10064;AT1G65090
Dniva10065;AT1G65040
Dniva10093;AT1G65470
Dniva10096;AT1G65540
Dniva1011;AT3G44735
Dniva10110;AT5G37020
Dniva10112;AT1G65620
Dniva10119;AT1G65700
Dniva10132;AT1G65960
Dniva10134;AT1G66160
Dniva10137;AT1G65920
Dniva10145;AT1G66070
Dniva10153;AT5G40160
Dniva10163;AT1G66260
Dniva10173;AT5G63790
Dniva10176;AT5G63540
Dniva10179;AT5G63700
Dniva10181;AT5G63870
Dniva10186;AT5G63905
Dniva10198;AT5G63640
Dniva10206;AT5G63530
Dniva10208;AT5G63770
Dniva10211;AT5G63780
Dniva10220;AT1G66510
Dniva1024;AT3G28770
Dniva10251;AT1G66810
Dniva10252;AT1G66840
Dniva10260;AT1G67070
Dniva10261;AT1G67060
Dniva10268;AT1G67040
Dniva10270;AT1G67080
Dniva10278;AT1G67035
Dniva1028;AT3G28910
Dniva10287;AT1G67210
Dniva10288;AT1G67180
Dniva10289;AT1G67190
Dniva10295;AT1G67260
Dniva10298;AT1G67140
Dniva103;AT2G42610
Dniva10310;AT1G67350
Dniva10316;AT1G67360
Dniva10318;AT1G67320
Dniva10324;AT1G67300
Dniva10336;AT1G67530
Dniva10340;AT1G67570
Dniva10345;AT1G67660
Dniva10348;AT1G67700
Dniva10356;AT1G67540
Dniva10357;AT1G67590
Dniva10359;AT1G67710
Dniva10360;AT1G67500
Dniva10362;AT1G67580
Dniva10367;AT1G67800
Dniva10374;AT1G68130
Dniva10376;AT1G67900
Dniva10377;AT1G68020
Dniva10378;AT1G68080
Dniva10379;AT1G68100
Dniva10384;AT1G67950
Dniva10385;AT1G68170
Dniva10388;AT1G67850
Dniva1039;AT3G28630
Dniva10402;AT1G68030
Dniva10407;AT2G27450
Dniva10413;AT1G67910
Dniva10429;AT1G68190
Dniva10431;AT1G68200
Dniva10438;AT1G68410
Dniva10439;AT1G68340
Dniva10441;AT1G68240
Dniva10465;AT1G68550
Dniva10483;AT1G68580
Dniva10497;AT1G68800
Dniva10498;AT1G68660
Dniva10499;AT1G68590
Dniva10517;AT1G54610
Dniva10522;AT1G54680
Dniva10533;AT1G68840
Dniva1054;AT3G28760
Dniva10543;AT1G54710
Dniva10545;AT1G54510
Dniva10547;AT1G54650
Dniva10562;AT1G54575
Dniva10564;AT1G68825
Dniva10571;AT1G55050
Dniva10572;AT1G54920
Dniva10575;AT1G56310
Dniva10576;AT1G54820
Dniva10577;AT1G56230
Dniva10578;AT1G54830
Dniva10585;AT1G55000
Dniva10590;AT1G54840
Dniva10591;AT1G56220
Dniva10593;AT1G56345
Dniva10598;AT1G54790
Dniva10599;AT1G56440
Dniva10600;AT1G56280
Dniva10617;AT1G56460
Dniva10618;AT1G57765
Dniva10623;AT1G56570
Dniva10625;AT1G56660
Dniva10629;AT1G56700
Dniva10633;AT1G56720
Dniva10639;AT2G13650
Dniva10645;AT1G57680
Dniva10656;AT1G58230
Dniva10657;AT1G58225
Dniva10659;AT1G58190
Dniva10665;AT1G58007
Dniva10666;AT1G58220
Dniva10670;AT1G58180
Dniva10687;AT1G58100
Dniva10705;AT1G59520
Dniva10709;AT1G58460
Dniva1071;AT3G32930
Dniva10710;AT1G58470
Dniva10725;AT1G59710
Dniva10728;AT1G59840
Dniva10731;AT1G59890
Dniva10737;AT1G59580
Dniva10739;AT1G59660
Dniva10756;AT1G59990
Dniva1077;AT3G29770
Dniva10770;AT1G60060
Dniva10771;AT1G60460
Dniva10785;AT1G60200
Dniva10789;AT1G60600
Dniva10793;AT1G60140
Dniva108;AT2G42380
Dniva10801;AT1G60430
Dniva10816;AT1G60670
Dniva10819;AT1G60650
Dniva10822;AT1G60620
Dniva10840;AT1G60640
Dniva10845;AT1G60850
Dniva1085;AT3G30775
Dniva10866;AT1G61210
Dniva10868;AT1G61150
Dniva10872;AT1G11120
Dniva10874;AT1G61040
Dniva10880;AT1G61010
Dniva10881;AT1G61140
Dniva10882;AT1G61100
Dniva10883;AT1G61080
Dniva10888;AT1G60990
Dniva1089;AT3G30300
Dniva10904;AT1G61050
Dniva10919;AT1G64200
Dniva10923;AT2G19010
Dniva10925;AT2G18750
Dniva10927;AT2G18850
Dniva1093;AT3G30390
Dniva10930;AT2G18860
Dniva10938;AT1G56418
Dniva1094;AT3G30350
Dniva10952;AT1G64253
Dniva10970;AT1G64110
Dniva10983;AT1G64050
Dniva10988;AT1G64090
Dniva10991;AT1G63960
Dniva1100;AT2G48030
Dniva11013;AT1G02260
Dniva11016;AT1G64710
Dniva11027;AT1G64690
Dniva11049;AT1G64480
Dniva1105;AT2G47940
Dniva11064;AT1G64385
Dniva11065;AT1G64340
Dniva1108;AT2G47830
Dniva11080;AT4G27050
Dniva1109;AT2G48090
Dniva11092;AT1G64430
Dniva11099;AT1G63700
Dniva11146;AT1G63490
Dniva11147;AT1G63640
Dniva11148;AT1G63670
Dniva11151;AT1G63650
Dniva11154;AT1G63420
Dniva1118;AT2G47950
Dniva1119;AT2G47820
Dniva1124;AT2G47910
Dniva11255;AT1G63100
Dniva11260;AT1G62730
Dniva11261;AT1G62700
Dniva11263;AT1G62790
Dniva11264;AT1G62680
Dniva1127;AT2G48130
Dniva11272;AT2G33470
Dniva11273;AT1G62690
Dniva11285;AT4G23660
Dniva1129;AT2G47890
Dniva11300;AT1G62850
Dniva11302;AT1G63020
Dniva11311;AT1G12440
Dniva1132;AT2G48020
Dniva11332;AT1G62981
Dniva11333;AT1G62970
Dniva1135;AT2G48070
Dniva11373;AT1G62530
Dniva11386;AT1G62305
Dniva11397;AT1G62290
Dniva11403;AT1G62250
Dniva11410;AT1G62350
Dniva11424;AT3G05670
Dniva1143;AT5G47840
Dniva11430;AT1G61900
Dniva11464;AT1G61640
Dniva11465;AT4G09980
Dniva11467;AT1G61660
Dniva11468;AT1G61680
Dniva11492;AT4G07990
Dniva11493;AT1G61670
Dniva11494;AT1G61340
Dniva11496;AT1G61610
Dniva11497;AT1G61215
Dniva1150;AT3G27660
Dniva11503;AT1G61240
Dniva1152;AT3G27470
Dniva1160;AT3G27860
Dniva1168;AT3G27570
Dniva11685;AT4G16670
Dniva1169;AT3G27580
Dniva11691;AT4G16480
Dniva11694;AT4G16650
Dniva11696;AT4G16740
Dniva11699;AT4G16450
Dniva117;AT2G42280
Dniva11700;AT4G16380
Dniva11701;AT4G16695
Dniva11702;AT4G16730
Dniva11708;AT4G16500
Dniva11713;AT4G16620
Dniva11715;AT4G16340
Dniva11716;AT4G16700
Dniva11717;AT4G16680
Dniva1172;AT3G27700
Dniva11722;AT4G16566
Dniva11724;AT4G16520
Dniva11733;AT4G16515
Dniva11734;AT2G35736
Dniva1175;AT3G27730
Dniva11766;AT4G17020
Dniva11781;AT1G32190
Dniva11791;AT1G32240
Dniva11794;AT1G32200
Dniva11798;AT1G32330
Dniva11802;AT1G32550
Dniva11808;AT1G32540
Dniva11809;AT1G32583
Dniva11812;AT1G32410
Dniva11819;AT1G32230
Dniva11822;AT1G32630
Dniva11823;AT1G32370
Dniva11844;AT4G16830
Dniva1187;AT3G27770
Dniva11876;AT1G32180
Dniva11878;AT1G33540
Dniva11879;AT1G32130
Dniva11886;AT1G32070
Dniva11928;AT1G31500
Dniva11936;AT1G31810
Dniva11939;AT1G31600
Dniva11950;AT1G31930
Dniva11952;AT1G31870
Dniva11954;AT1G31840
Dniva11958;AT1G31910
Dniva11964;AT1G31720
Dniva11976;AT1G31350
Dniva11977;AT1G31050
Dniva1198;AT2G45190
Dniva11987;AT1G31430
Dniva11992;AT1G30970
Dniva11999;AT1G29320
Dniva12002;AT1G31160
Dniva12010;AT1G31170
Dniva12013;AT1G31175
Dniva12020;AT4G19003
Dniva12034;AT1G30210
Dniva12038;AT1G30290
Dniva12039;AT1G30240
Dniva12041;AT1G30280
Dniva12042;AT1G30330
Dniva12046;AT1G30475
Dniva12052;AT1G30450
Dniva12053;AT1G30300
Dniva12057;AT1G30130
Dniva12062;AT1G30110
Dniva12068;AT1G30200
Dniva12076;AT1G30755
Dniva12087;AT1G30500
Dniva12096;AT1G30814
Dniva12101;AT1G30610
Dniva12102;AT1G30690
Dniva12104;AT1G30640
Dniva12107;AT1G30520
Dniva12110;AT1G30620
Dniva12120;AT1G30890
Dniva12126;AT1G30070
Dniva12133;AT1G29970
Dniva12134;AT1G29810
Dniva12149;AT1G29800
Dniva12179;AT1G29200
Dniva12181;AT5G02780
Dniva12187;AT3G51830
Dniva1219;AT2G45170
Dniva12196;AT1G29380
Dniva12197;AT1G29270
Dniva1220;AT2G45150
Dniva12271;AT1G28560
Dniva12272;AT1G29170
Dniva12291;AT2G30140
Dniva12293;AT1G28630
Dniva12299;AT1G29040
Dniva12303;AT1G29000
Dniva12304;AT1G29220
Dniva12309;AT1G29120
Dniva12320;AT1G28290
Dniva12324;AT1G28530
Dniva12325;AT1G28260
Dniva12330;AT1G28310
Dniva12333;AT1G28410
Dniva12334;AT1G28395
Dniva12340;AT1G28520
Dniva12348;AT1G28490
Dniva12358;AT5G50270
Dniva12365;AT1G45207
Dniva12367;AT1G45545
Dniva12371;AT1G46768
Dniva12373;AT1G46480
Dniva12378;AT1G45249
Dniva12379;AT1G27720
Dniva12385;AT1G45201
Dniva12397;AT1G45474
Dniva12401;AT1G27695
Dniva12410;AT1G27960
Dniva12411;AT1G28200
Dniva12416;AT1G28110
Dniva12425;AT1G28150
Dniva1243;AT2G47760
Dniva12437;AT1G28080
Dniva12439;AT1G28210
Dniva12443;AT1G28090
Dniva12444;AT1G27880
Dniva12446;AT1G28060
Dniva12449;AT1G27752
Dniva12452;AT1G28100
Dniva1246;AT2G47620
Dniva12464;AT1G45160
Dniva12472;AT1G47410
Dniva12473;AT1G47330
Dniva12475;AT1G27630
Dniva12477;AT1G47278
Dniva12515;AT4G16310
Dniva12516;AT1G47740
Dniva12520;AT1G47870
Dniva12521;AT4G25340
Dniva12529;AT4G25450
Dniva12534;AT4G24170
Dniva12535;AT4G25650
Dniva12536;AT4G25700
Dniva12540;AT4G25434
Dniva12542;AT4G25580
Dniva12549;AT1G47900
Dniva12550;AT4G25610
Dniva12560;AT4G25390
Dniva12561;AT4G25360
Dniva12572;AT4G24860
Dniva12575;AT4G24770
Dniva12577;AT4G25110
Dniva12579;AT4G25190
Dniva12582;AT4G24470
Dniva12588;AT4G24740
Dniva12592;AT4G24960
Dniva12604;AT4G24460
Dniva12607;AT4G25230
Dniva12608;AT4G25070
Dniva12609;AT4G25030
Dniva12613;AT4G25080
Dniva12621;AT4G25225
Dniva12622;AT1G24420
Dniva12628;AT1G24490
Dniva1263;AT2G47730
Dniva12632;AT1G24706
Dniva12635;AT1G24735
Dniva12641;AT1G27290
Dniva12661;AT5G01730
Dniva12670;AT1G27385
Dniva12671;AT1G27380
Dniva12681;AT4G24230
Dniva12685;AT1G27450
Dniva1269;AT2G47500
Dniva12697;AT4G24265
Dniva12698;AT4G24240
Dniva12713;AT4G24430
Dniva12715;AT4G24380
Dniva12717;AT4G24440
Dniva12723;AT1G25250
Dniva12730;AT1G25240
Dniva12735;AT1G25340
Dniva12737;AT1G25290
Dniva12743;AT1G25390
Dniva12744;AT1G25400
Dniva12756;AT1G68140
Dniva12758;AT1G25370
Dniva12794;AT1G25550
Dniva12798;AT1G26180
Dniva12799;AT1G26330
Dniva12812;AT1G25540
Dniva12814;AT1G25470
Dniva12817;AT1G26200
Dniva12819;AT1G26440
Dniva12825;AT1G26160
Dniva12841;AT1G26680
Dniva12842;AT1G26780
Dniva12849;AT1G26590
Dniva12860;AT1G26810
Dniva1287;AT1G67170
Dniva12879;AT1G26850
Dniva12881;AT1G26970
Dniva129;AT2G42260
Dniva12921;AT1G27045
Dniva12957;AT1G24040
Dniva12979;AT1G23800
Dniva12981;AT1G23560
Dniva13005;AT1G23480
Dniva13010;AT1G23440
Dniva13018;AT1G22850
Dniva1302;AT2G45380
Dniva13020;AT1G23110
Dniva13022;AT1G23060
Dniva13026;AT1G22960
Dniva13035;AT1G22990
Dniva13037;AT1G22885
Dniva13038;AT1G23040
Dniva13041;AT1G23000
Dniva13042;AT1G22830
Dniva13043;AT1G22910
Dniva13044;AT1G22930
Dniva13059;AT1G23330
Dniva13068;AT1G23360
Dniva13090;AT1G23340
Dniva13106;AT1G22590
Dniva13109;AT1G22640
Dniva1311;AT4G17910
Dniva13110;AT1G22690
Dniva13114;AT1G32870
Dniva13115;AT1G22750
Dniva13118;AT1G22790
Dniva13128;AT1G22530
Dniva13154;AT2G07674
Dniva13160;AT1G22310
Dniva13161;AT1G22300
Dniva13163;AT3G44590
Dniva13212;AT2G07599
Dniva1322;AT2G45300
Dniva13222;AT1G22110
Dniva13225;AT1G22140
Dniva13248;AT1G22020
Dniva13274;AT1G21840
Dniva13317;AT4G15040
Dniva1333;AT5G49150
Dniva13332;AT1G77350
Dniva13339;AT1G21780
Dniva13355;AT1G21350
Dniva13358;AT1G21370
Dniva13362;AT1G21410
Dniva13363;AT1G21360
Dniva13369;AT1G21200
Dniva13380;AT1G21600
Dniva13396;AT1G21560
Dniva13397;AT1G21610
Dniva13398;AT1G21630
Dniva13399;AT1G21640
Dniva1341;AT2G47410
Dniva13415;AT1G21000
Dniva13416;AT1G21060
Dniva13417;AT1G21090
Dniva13427;AT1G20840
Dniva13430;AT1G20890
Dniva13431;AT1G20910
Dniva13432;AT1G20870
Dniva13435;AT1G20880
Dniva13443;AT1G20830
Dniva13451;AT1G20770
Dniva13459;AT1G20640
Dniva13545;AT1G19835
Dniva13547;AT1G19860
Dniva13548;AT1G19870
Dniva13560;AT1G19790
Dniva13562;AT1G19700
Dniva13582;AT1G20060
Dniva13584;AT1G20100
Dniva13598;AT1G20080
Dniva13609;AT1G20180
Dniva13620;AT1G19630
Dniva13621;AT1G19650
Dniva1363;AT2G47350
Dniva13630;AT1G19485
Dniva13631;AT1G19540
Dniva13639;AT1G19430
Dniva13645;AT1G19350
Dniva13668;AT1G19270
Dniva13669;AT1G19290
Dniva1367;AT2G47300
Dniva13681;AT1G19200
Dniva13685;AT1G19180
Dniva13733;AT1G18335
Dniva13740;AT1G18420
Dniva13741;AT1G18400
Dniva13748;AT1G67025
Dniva13758;AT1G18070
Dniva13759;AT1G18150
Dniva13764;AT1G18210
Dniva13768;AT1G18030
Dniva13786;AT1G17850
Dniva13797;AT1G19000
Dniva13798;AT1G17440
Dniva138;AT2G42410
Dniva13804;AT1G17410
Dniva13807;AT1G19025
Dniva13824;AT4G24730
Dniva13831;AT1G18720
Dniva13837;AT1G18650
Dniva13842;AT1G18660
Dniva13843;AT1G18750
Dniva1385;AT3G26490
Dniva13859;AT1G17560
Dniva13860;AT1G17520
Dniva13861;AT1G17710
Dniva13868;AT1G17550
Dniva13870;AT1G17680
Dniva13877;AT2G13100
Dniva13884;AT1G17530
Dniva13886;AT1G17610
Dniva1390;AT5G52530
Dniva13906;AT1G17380
Dniva13907;AT1G17400
Dniva1392;AT3G26440
Dniva13925;AT1G17270
Dniva13929;AT1G17280
Dniva13934;AT1G17310
Dniva13937;AT1G17230
Dniva13953;AT1G17240
Dniva13965;AT1G17110
Dniva13967;AT1G17140
Dniva13969;AT1G17145
Dniva13972;AT1G17090
Dniva13981;AT1G17040
Dniva13986;AT1G17130
Dniva14002;AT1G16916
Dniva14010;AT4G39500
Dniva14025;AT1G16490
Dniva14031;AT1G16340
Dniva1405;AT3G26510
Dniva1406;AT3G20330
Dniva14062;AT3G02065
Dniva14066;AT1G16750
Dniva14072;AT1G16590
Dniva14074;AT1G16560
Dniva14078;AT1G16770
Dniva14081;AT1G16710
Dniva14106;AT1G15830
Dniva14112;AT1G15970
Dniva14114;AT1G16260
Dniva14116;AT1G16070
Dniva14119;AT1G16240
Dniva14125;AT1G16060
Dniva14126;AT1G16270
Dniva14134;AT1G16250
Dniva14141;AT1G15950
Dniva14144;AT1G16180
Dniva14165;AT1G15772
Dniva14168;AT1G15540
Dniva1419;AT3G26670
Dniva14192;AT1G15290
Dniva14195;AT1G15420
Dniva14196;AT1G15220
Dniva14202;AT1G15350
Dniva14204;AT1G15320
Dniva14210;AT1G15400
Dniva14213;AT1G15360
Dniva14215;AT1G15380
Dniva14216;AT1G15215
Dniva1422;AT3G26360
Dniva14220;AT1G15410
Dniva14221;AT1G15280
Dniva1424;AT3G26350
Dniva14260;AT1G15200
Dniva14268;AT1G15060
Dniva14270;AT1G15040
Dniva14273;AT1G15050
Dniva14276;AT1G15030
Dniva14282;AT1G15125
Dniva143;AT2G42130
Dniva14305;AT1G14760
Dniva14353;AT1G14150
Dniva14355;AT1G14180
Dniva14359;AT1G14260
Dniva14378;AT1G14380
Dniva14389;AT1G14440
Dniva144;AT2G42300
Dniva14401;AT1G14580
Dniva14415;AT1G13830
Dniva14416;AT1G13940
Dniva14431;AT1G13960
Dniva14439;AT1G13880
Dniva14442;AT1G13910
Dniva14444;AT1G13990
Dniva14445;AT1G13890
Dniva14455;AT1G13930
Dniva14461;AT1G13700
Dniva14466;AT1G13610
Dniva14467;AT1G13650
Dniva14471;AT1G13635
Dniva14472;AT1G13620
Dniva14473;AT1G13730
Dniva14476;AT1G13790
Dniva14482;AT1G13630
Dniva14495;AT1G13450
Dniva14499;AT1G13580
Dniva14500;AT1G13570
Dniva1451;AT2G46970
